questions,answers
M7120A平面磨床床身导轨修复前应做好哪些准备工作？,M7120A的床身导轨由平导轨和V形导轨组成，后床身平面是立柱的支承面，它属于非磨损面，为了在修复中尽量减少工作量，以后床身平面作为修理基准较为合理。床身导轨修复前应做好以下准备工作：1)卸下前罩，松开操纵箱与床身之问的紧固螺钉。2)松开台面手摇机构、进给机构与床身的联接螺钉，保证上述螺钉松开24h以上，以消除导轨的应力变形。3)24h后再紧固全部松开的螺钉；装上操纵箱、前罩，井紧固，使床身导轨处于预载荷状态。然后送磨床修复或进行刮削修复。
M7120A平面磨床磨头落刀产生的原因及排除方法有哪些？,磨头落刀即垂直进给时，进刀量时大时小，或突然落刀，造成工件报废甚至设备和人身事故产生的原因及排除方法如下：［）滚动螺母丝杠副装配不良或丝杠精度差。应拆机检查滚动螺母体上小轴锁紧是否良好，丝杠润滑是否畅通。落刀严重，应检查丝杠精度，按规定要求修复精度。2)滑板底压板、镶条配合间隙过紧或过松。应调整镶条、压板的间隙至合适值。大修时，严格桉照工艺修理和装配。
平面磨床加工件粗糙度差、有明显振纹的故障原因及排除方法有哪些？,"故障产生的原因及排除方法如下；I)主轴动平衡精度差，应重新棚整，进行动平衡检测并修复。2)若确认主轴、轴承间隙过大，应重新调整，前轴承间隙为0.008mm,后轴承间隙为0.012mm。3)台面润滑油过多或过少，应调整导轨润滑油至适量，以工作台导轨面上有湿润的润滑油但不滴下为宜。4)若砂轮静平衡不合格，做好砂轮静平衡，必要时作二次静平衡。5)砂轮修整粗细不一致，应重新修整砂轮，使砂轮粗、细适中。6)进给量最大不超过0.62mm,并分杻磨、精磨。7)应消除机床振源：台面冲击，工作台齿条、齿轮啃合间隙过小，机床附近有振源等。"
磨床主轴漏油的故障原因及排除方法有哪些？,"故障原因及排除方法如下：I)进人主轴轴承的油液过多。应控制轴承的输入油量至适当值。2)水银开关的浮子动作不灵活，使回油受阻。应提高浮子动作灵活性，使回油通道畅通。3)密封圈及法兰盖与主轴间隙太大。应控制好前后法兰盖及密封圈与主轴之间的间隙为0.06~0.0Smm,四周均匀。"
磨床主轴＂抱轴＂的故障原因及排除方法有哪些？,主轴＂抱轴＂的故障原因及排除方法如下：I)主轴与轴承间隙过小。应严格按工艺要求对轴承间隙进行调整。2)主轴前后轴承不同轴。装配时要借用定心套，保证前后轴承的同轴度。3)主轴润滑油过少。应清洁润滑油及油箱，保证每6个月更换一次．保证轴承有合适的输人油量，避免脏物嵌人轴瓦。4)主轴装配不符合要求。应检查重新装配并保证装配时各零件位置的正确性。
磨床床身导轨咬伤或拉毛的故障原因及排除方法有哪些？,床身导轨咬伤或拉毛的故障原因及排除方法如下；1)脏物进人导轨面。应清洁润滑油，保持过滤器畅通。2)润滑油断绝。供给新鲜润滑油，并保证润滑稳定器工作正常。3)导轨油槽太短或位置不当。应开设合适的油槽，油孔基本上在磨头体相应位置，油槽不宜过短。
M7120A平面磨床磨头的拆卸顺序是什么？,M7120A平面磨床磨头的拆卸可按以下次序进行：拆砂轮防护罩、砂轮及修整器-打开后盖，卸下风叶一拆卸电动机转子－拉出电动机定子-拆前后法兰盖-拆各轴瓦上的支承螺钉一卸前后六块轴瓦一拆前后密封圈定位螺钉-拆前后密封圈一一松掉轴向定位~松开球面环与体壳定位之紧定螺钉~抽出主轴。
M7120A平面磨床的主轴和轴瓦的修复方案有几种？,磨头的修理是本机床修理的重点之一，面主轴和轴瓦的修理工作则是修理的主要内容。主轴和轴瓦的修复，视主轴和轴瓦的磨损情况不同，一般可采用以下三种方案．1)旧轴、旧轴瓦修复后继续使用。只要主轴无严重磨损、裂痕、弯曲、重度烧伤等现象，轴瓦无严重磨损、烧伤、铅合金析出面呈蜂窝状小孔等现象，且有修刮余量情况下即可修复后再用。2)当主轴无严重磨损，面轴瓦已磨损失效的情况下，可采用修复主轴、配新轴瓦的方法修复。3)当主轴和轴瓦因过度磨损（修磨量大于0.1mm)以致对其力学性能（如主轴刚度、硬度，油膜的承载能力等）有严重影响时，说明主轴和轴瓦已不能继续使用，此时应更换主轴和轴瓦。
M7120A平面磨床的主轴和轴瓦的修复或更新应注意什么问题？,"主轴和轴瓦的修复或更新应注意；I)旧主轴修复时，要估计好最大的修磨量，修磨后对主轴的热处理是否有严重损耗、特别是主轴采用渗氮、渗碳处理时，更应注意热处理层是否会被修磨掉（一般渗氮层厚度在0.35~0.5mm,渗碳层厚度在l.05~!.5mm)以及修后主轴的刚度是否足够。一般修磨量应小于0.1mm。2)旧轴瓦修复前，应将轴瓦、支承头配对编号，并记下其原来的装配位置，不要搞乱，轴瓦的刮削最好用机刮设备刮削，以保证表面粗糙度要求，缺乏设备时，应采用圆刮刀刮削，刮削量要尽量少。3)采用新轴、新轴瓦时，要仔细检查轴瓦是否有碰伤、拉毛等现象，发现有毛头、碰伤，应仔细刮去，再用氧化铭跑合，装配前，还应修复轴瓦的接触面积。"
M7120A平面磨床主轴中心孔的研磨主要步票有哪些？其包括的主要内容和测量方法有哪些？,"修研主轴两端中心孔是关系到修复主轴精度的重要工序，主轴中心孔的研磨的主要步骤为：l)制造橡胶砂棒顶尖，作为修研中心孔的工具。车制橡胶砂棒顶尖，一般采用硬质合金车刀或金刚钻切削，车削速度在300,/min,将砂棒车成59.5，圆锥顶尖。车削时金刚钻必须对准中心，以免把顶尖加工成双曲面，最后用三角油石修光。2)利用橡胶砂棒顶尖，修正中心孔。其主要内容：首先是注意主轴装夹方法。一端顶在砂棒顶尖，另一端顶在尾座回转顶尖上。修研时，尾座回转顶尖不宜顶得过紧，以防扭断砂棒顶尖。其次是掌握操作技术。必须一手捏主轴，一手将尾座手轮轻轻调整，手捏主轴要有松有紧。为了使主轴砂棒有明显速度差，以达到均匀研磨中心孔的要求，在研磨过程中需将机油加在砂棒项尖上，当一端中心孔研磨结束后，再研磨另一端。最后是反复测量，反复修研。中心孔修研很难一次达到要求，需经修研、测量、再修研的多次反复。主轴中心孔研磨的测量方法：将主轴放在两固定顶尖间进行精度检验，于分表测头与轴承档未磨损部位相接触，旋转主轴，看其各位置的读数变化，当最大差值大于0.002mm,将最高点记下，放在车床上，最高点朝上，依靠主轴自重，进行定向修研。把超差部分研去，但时间不能过长，以防研过量，然后，再按照一开始的修研方法，直至达到精度要求。"
磨床主轴与轴瓦应如何修刮修复？,修刮轴瓦时，应以主轴颈非工作部位为基准进行配刮，先粗刮，把接触点先刮出来，点要均匀，再精刮，此时，轴瓦在油樱大端一侧应刮低一些，以便形成油模。轴瓦接触点数，表面粗糙度刮至要求后，再与主轴颈在工作部位配研，修复接触点。若配研后，主轴颈表面粗糙度有所降低，可采用氧化恪作抛光处理；若轴瓦接触点变化入，应检查体孔的同轴度，用研棒研磨修复。
M7120A平面磨床磨头装配前应做好哪些准备工作？,磨头装配也是磨头修理中的重要＂J环。因此，装配质温在很大程度上决定f磨头的工作精度及运转性能。因此，装配时应认真仔细地做好每一项工作。装配前，首先要做好以下各项准备工作：l)清洁工作，包括对各零部件的清洁、清理工作，特别是主轴轴颈、轴瓦、密封圈、推力轴承、体壳孔等重要零部件的清洁工作，轴承的进出油孔、密封圈、推力轴承、轴瓦支承处的螺孔要重新攻螺纹，再清洗干净，用压缩空气吹干净。2)主轴动平衡，要求动平衡精度不低千Il级。3)主轴、轴瓦、轴承精度的复检。做好以上准备工作后，即可进行磨头的装配了。
M7120A平面磨床磨头装配和试运转过程中必须注意哪些问题？,在磨头装配和试运转过程中必须注意以下几点：1)轴与轴瓦的接触面积须在装配前检查。2)手动主轴时，旋向要与实际旋转方向一致，不能反向旋转．否则，有可能损伤轴瓦。3)磨头装配好后，对主轴各工作精度、轴瓦间隙再次测量后方可试运转。4)磨头试运转期间人不能离开现场，尤其是试运转开始后的20min内，更要密切注意磨头的动态。一旦发现有异常（如温升过快、有异常声音、漏油等）应立即停车。5)磨头试运转后，对主轴的各项精度要重新测量。6)磨头装备好后，要妥善放置，避免振动、受热受潮灰尘进人。
M7130平面磨床磨头修理可按什么顺序拆卸？,"M7130平面磨床磨头结构如图8-11所示。磨头主轴的前轴承是一个钢套镶铜的、带外锥面、内圆孔的整体轴承，外锥面与轴承座孔配合，要调整轴承间隙时，须先松开吊紧螺钉14,按逆时针方向旋转螺母3,可收紧轴承，按顺时针方向旋转螺母3,可松开轴承5。轴承外层上开有多条槽，便于散热，此外，还有一条大的燕尾槽，其上装有吊紧螺钉14,轴承间隙调整好后，应将其拧紧。油环6将来自油杯中的润滑油带人主轴前部与轴承配合处的螺旋槽，提供前轴承的润滑。此结构优点是轴承承载力大，缺点是制造加工困难，由于轴承的润滑条件较差，故当主轴与轴承间隙过小时，容易产生轴承发热以致｀｀抱轴“现象。主轴的后轴承用滚动轴承支承，用润滑脂润滑。磨头修理拆卸可按以下顺序进行：拆卸砂轮防护罩及砂轮-拆前轴承调整螺母3-拆去平衡块2的紧定螺钉-拆后盖及风叶－拉出中轴一松开轴承吊紧螺钉14-拉出前轴承c"
升降丝杠副修理后应如何装配？,"升降丝杠副修好后可按如下顺序装配：I)将滚针装入齿圈并涂上润滑脂。2)将无偏心的两个齿圈装入滚动轴承体壳，冉装入丝杠，调整其士、侧母线与底座面的平行度，最后装人偏心齿圈，调整径向间隙。3)装入套筒，配磨垫圈，使丝杠、齿圈在轴向上无啃合间隙，且压紧螺母后三个环形齿圈的转动无阻滞现象（注意，此时用手转动丝杠应有较重的感觉，否则说明间隙过大）。4)装配完成后，修刮滚动轴承座底面，使丝杠上母线与底面平行，全长上平行度允差<0.02mm,此项精度也可以在装配丝杠时调整好，即在配磨垫圈前，在轴向移动三个齿潮，使丝杠上母线与底面平行度达到要求，然后根据齿圈两面到套简的具体尺寸配磨垫圈，压紧螺母后至要求。"
"M7130平面磨床立柱装配前应骸好哪几项准备工作？",M7130平面磨床修理中，在完成了立柱、滑板、升降丝杠副的修理后，即可进行寸柱的装配。为［装配的顺利进行，装配前要做好以下几项准备工作：I)对垂直进给减速器进行常规的机械修理与装配。2)常规修理指更新损坏件，保养或更换轴承，换润滑脂，检查各传动部件的动作有无阻滞现象，各轴上的传动件定位可靠与否，有无轴向窜动等。3)对床身导轨，后平面精度再次测量，调整机床安装水平。
卧辕矩台平面磨床工件加工面平行度超差的原因及排除方法有哪些？,误差产生的原因及排除方法如下：1)自磨工作台面后，工作台精度超差，应重磨工作台面至精度要求。2)T作台纵向移动时倾斜度超差。应调整台面润滑李适量，校正工作台纵向移动精度。3)磨头主轴中心线相对于上作台面横向移动时平行度超差。应校正滑板水平燕尾导轨的直线度误差及相对工作面的平行度误差。4)床身导轨在水平面内直线度超差。应调整机床的床身安装水平。
普通立轴圆台平面磨床加工工件平面度超差的原因及排除方法有哪些？,误差产生的原因及排除方法如下：l)床身导轨面平行度超差。应校正床身导轨面平行度，重新调整安装水平。2)工作台平面度超差。应重新修磨工作台面，修正砂轮。
M7150A平面磨床磨头断续进给量不均匀的故障原因及排除方法有哪些？,"故障原因及排除方法如下：1)进给阀换向不一致。应调整进给阀两端的节流调速阀到适当位置。2)磨头镶条配合间隙过紧或过松。应调整磨头镶条间隙适当。3)磨头燕尾导轨与滑板导轨接触不好。应检查导轨的接触点数及表面粗糙度，要求做到接触点数6~8点I(25mmX25mm)，接触点均匀，表面粗糙度值达R.6.31,m。4)导轨润滑不好。应改善导轨的润滑条件。"
M7150A平面磨床工作台有爬行或速度超差的故障原因及排除方法有哪些？,"故障原因及排除方法如下：l)液压缸、活塞杆上侧母线与床身导轨、工作台导轨的平行度超差。应按装配要求校正液压缸、活塞杆卜侧母线与床身、工作台导轨的平行度误差。2)液压缸磨损变形。应珩磨修复或更换液压缸。3)床身、工作台导轨磨损或配刮接触点不均匀，接触点数过少。应检查床身，工作台导轨的接触点及表面粗糙度，要求：刮削接触点>16点I(25mmX25mm)，表面粗糙度值达R,l.6µm。4)活塞与液压缸间隙过大，有渗漏。应配作活塞，要求与液压缸间隙在0.04~0.06mm之间。5)换向阀磨损，有泄漏。应检查换向阀、阀孔的磨损，作相应的修复或更换。6)液压系统内进入空气。应排除系统内的空气，各管接头处避免空气进入。"
立式钻床的主要作用是什么？,立式钻床是万能性通用机床，可用于钻孔、扩孔、佼孔、划端面、钻沉座孔（惚孔）、攻螺纹等作业，借助千夹具也可以进行惺孔作业。立式钻床一般适用于修理、工具等小批生产的车间，若配以钻夹具，也适用于成批生产的车间。
立式钻床修前应进行哪些检查？,"立式钻床修理前，可按机床专业标准(GBIT4018一1997,GB/T4019一1997)或随机合格证做性能、试切及精度检查，根据精度丧失情况及所存在的问题，决定具体修理项目与验收要求，并做好技术物质准备。修理后仍按上述要求验收，各厂亦可根据工艺要求及具体情况对部分验收要求作适当的检查。"
立式钻床立柱可采用哪些修理工艺？,立式钻床立柱的修理，可根据修前检查的情况分别采用不同的修理方法；1)立柱表面，特别是导轨表面上有啃痕、划道深度在0.3-0.5mm之间者，应经过精创后再进行刮研，也可用铸铁冷焊或镶焊等方法进行修补。2)各导轨表面自身直线度、平行度以及对基准面的垂直度的误差超过0.2mm以上者，应该经过精创以后再进行刮研。各导轨表面的直线度可用平板拖研并进行修刮，以角度平尺及接触点(8-10点/25mmX25mm)保证；导轨表面对基准表面有垂直度要求的可用角度平尺拖研，刮削至(300:0.03)mm。
立式钻床变速箱拆装修理应注意哪些事项？,"立式钻床变速箱体是用铸铁制成的，箱体内部装有齿轮传动及操纵机构。变速箱通过两只三联滑移齿轮的变换，主轴可得到9种不同的转速。齿轮的变换是通过装在箱体内的两个扇形齿轮和拨叉而得到，这是依靠箱体左边的手柄操纵的口变速箱最后一根轴为空心轴，其内部花键孔用以传递回转运动给主轴，其余均为花键轴。变速只许在电动机停转时进行。变速箱拆装修理注意事项如下：1)移动三联滑移齿轮的拨动座要轻松，而不得在轴上“卡死”。齿轮的定位机构应保证齿轮在轴上每个位置的正确定位。相啃合的齿轮的错位量（不重合）不允许大于其宽度的5%。2)带轮外径的径向圆跳动误差不得超过0.05mm,端面1!i11跳动误差不得超过0.1mm。3)用于变速手柄的外力不得大千80N。4)变速箱变速手柄位置必须符合铭牌上的标志。5)各螺钉及定位销要紧固。6)在紧固箱盖时，应保证与垫圈有0.15~0.20mm的间隙。"
立式钻床空运转试验包括哪些内容？,"立钻空运转试验包括以下内容：1)在试验之前，机床的所有部件、槽等都应查看，要清除其内部的切屑和污物。2)所有紧固螺钉及调整螺钉，必须全部拧紧及调整完毕。3)固定联接面应紧密贴合，用0.03mm的塞尺检验时不能插进。滑动导轨的配合表面，除用涂色法检验接触点外，还要用0.04mm的塞尺插入其端部，深度应不大于20mm。4)检查自动装置和挡块的工作精度和动作准确性。5)主轴应能平稳移动，手柄的重董不应大于5kg。6)机床接通电路后，主运动机构以最低转速起，依次每级转速运转时间不得少于2mino在最高转速时，应运转足够的时间，使主轴轴承达到稳定温度（不得低于0.5h,温度不能超过70'C）。7)检验各部手柄的可靠性和正确性，应能轻便地扳动。用于变速和进给量的手柄，所加的外力不得大于40N。8)检验油窗内润滑油流动董是否正常，箱盖轴套有否渗漏。9)在各级转速和进给董时，各部件转动应平稳而没有显著冲击和噪声。"
立式钻床保险离合器失效的故障原因及排除方法有哪些？,"保险离合器失效的故障原因及排除方法如下：l)超负荷钻削。应按说明书的要求进行正常的钻削工作。2)调节弹簧作用力不足。可通过调整螺钉调整到超过正常负荷的10%，即达到IOOOON,离合器断开即停止进给。3)离合器的钢珠损坏。应更换钢珠或整个接合于。"
立式钻床主轴在进给箱内上下移动时出现轻重不匀现象的故障原因及排除方法有哪些？,故障原因及排除方法如下：I)主轴变速箱的花键套与主轴中心偏移。应调整变速箱位置，重佼定位销孔，使花键套与主轴中心重合。2)主轴花键部分弯曲。应校正花键弯曲部分。3)主轴套筒外径有变形或咬痕。若有咬痕．则用油石修整。因装配轴承而使主轴套筒的外径变形，则修整主轴套筒。假如由修整套筒而引起套筒与箱体套的间隙过大，则需按套筒的尺寸重新更换箱体套。4)主轴套筒齿条有碰撞伤痕和毛刺6内修整主轴套简齿条与其相啃合的齿轮，保证啃合正常。
立式钻床钻孔轴线倾斜的故障原因及排除方法有哪些？,钻孔轴线倾斜的故障原因及排除方法如下：I)主轴移动轴线与立柱导轨不平行。应检查其平行度，若主轴套移动中心线与守柱导轨平行度超差，则应修刮进给箱导轨面至要求。2)主轴回转中心线不垂直千工作台面。应检查其垂直度，若主轴套移动中心线对工作台面的垂直度超差，则应修刮工作台面导轨至要求。
立式钻床钻头夹不紧的故薄原因及排除方法有哪些？,钻头夹不紧的故障原因及排除方法如下：1)主轴内锥孔有脏物口装钻夹以前应清除干净。2)内锥孔磨损或拉毛。若磨损严重时，则应采取镶补法焊修或修研内锥孔。
立式钻床加工的孔圆度超差的故障原因及排除方法有哪些？,加工孔圆度超差的故障原因及排除方法如下：1)主轴轴承间隙过大。若主要是由于磨损而造成，则可由装在轴承上部的螺母来调整。2)主轴弯曲，产生回转径向圆跳动量太大。则应矫正修复或更换主轴。3)主轴套筒与箱体孔配合间隙过大。则应修整主轴套筒，更换箱体孔套，使其配合间隙不得大于0.03mm。
Z35摇臂钻床内立柱可采取哪些工艺方法修复？,摇臂钻床内立柱各表面一般均不易磨损，只需清洗后打光毛刺即可。但摇臂钻床在使用过程中，由于摇臂和主轴箱的重盒以及切削时产生轴向抗力的作用，会引起内立柱本体的变形，根据有关摇臂钻床刚度试验资料，其变形量约占总变形量的50%~60%．故必须在修前进行检查（测量大端端面对小端内孔、外圆轴线的垂直度误差），其允差为(500:0.05)mm。测量时，可在车床上用卡盘夹紧内立柱小端，用中心架托住大端某外圆柱面，分别校正几处外圆柱面的同轴度误差，以及大端端面的垂宜度误差。如超差，可车修端面孕精度要求。
Z35摇臂钻床外立柱检修方法有哪些？,外立柱在拆卸清洗后，首先检查外表面有尤严重咬毛、划伤情况。尽管表面良好，也必须进一步测董表面与摇臂孔的配合间隙。间隙在0.1mm以内的，通常可继续使用。如果过松，或有严重咬毛现象，则需加以修复。目前，外立柱采用的修理方法大致有：l)用铸怢冷焊后，以车或磨来修正外圆。2)用锡柲合金针焊或银锡焊料修复划痕后，再修正外圆。其中用锡柲合金针焊外立柱划痕及咬毛的修复方法值得推广应用，因为它具有工艺简单、操作方便、修复效果显著等特点。3)也有用车、磨立柱外圆后，摇臂孔加镶套的方法。这一方法不仅适用于外立柱有严重划痕及咬毛时的修复，更适用于摇臂孔间隙过松、无法夹紧于外立柱时，作为补偿配合尺寸的一种修复手段。
Z35摇臂钻床摇臂修理可采用哪些工艺方法？,摇臂是摇臂钻床支承主轴箱中刀具进行切削加工的主要部件之一，主轴箱在其导轨上作水平移动，且自身与外立柱相配合，井绕内立柱回转。两者构成了极坐标，使得摇臂钻床主轴中心对准被加工孔的中心，从面完成了摇臂钻床的定位操作。此外，为了适应被加工工件的不同高度，摇臂又沿外立柱通过升降机构作垂直升降移动，因此，摇臂各导轨面的精度和相对位置精度是这个零件的主要修理任务。(I)摇臂导轨修理基准的选择摇臂导轨修理基准的选择，应结合该机床调整补偿环节、导轨结构形式和刮研顺序进行全面考虑。在保证几何精度及切削性能的前提下，应在拼装过程中尽量利用误差抵消法来消除修理后各结合面所积累的误差，以保证机床几何精度在规定范围之内。这样可以用较少的刮研工作量，从而获得该机床所规定的精度要求。(2)摇臂导轨的修理如果修理单位有导轨磨床，可采用以磨代刮。一般分别采用平板、角形平尺、55'角度平板或1000mm平尺拖研各不同表面，结合刮削修复各导轨表面。(3)摇臂孔的修复一般采用镶套镜孔的方法修复口
Z35摇臂钻床摇臂和立柱的拼装及调整应注意哪些问题？,"摇臂和立注的拼装及调整应注意以下问题：I)将外立柱带键槽的一面回转到底座工作面的一边，清除键槽中的毛刺并保持立柱外圆表面的清洁。2)将摇臂套在外立柱上，安装立柱和摇臂夹紧机构、升降机构以及其它零件。摇臂夹紧后，其孔与外立柱表面配合应均匀紧密，用0.03mm塞尺不应塞入。内外立柱央紧后施加摇臂端部的力不应低于2000N,保证无松动回转现象。3)摇臂升降应轻快、无冲击现象。4)摇臂的夹紧机构如果过松，可将补偿垫圈加千螺母的下面，其厚度为0.1mm,调整时必须在摇臂夹紧状态下进行。5)在立柱部件初次安装调整的基础上，装好摇臂及其升降机构零件后，可在摇臂中间位置上吊一相当千主轴箱全部重量的配置重物（约650kg)，使外立柱在负荷情况下进行调整。吊装时需垫置橡胶或其它保护层，防止摇臂导轨面被碰伤或拉毛。6)将摇臂回转到机床的纵平面内，使摇臂和主轴箱（即配重）分别位于立柱和摇臂中间位詈，夹紧寸柱和摇臂。在底座工作面上放一平行平尺，用框式水平仪分别在平行平尺上和外立柱侧母线上，测量外立柱与底座工作面的垂直度误差。将平行平尺转动90',再用框式水平仪分别在平行平尺上和外立柱侧母线上测量外立柱与底座工作面另一方向上的垂直度误差。7)根据上述相互垂直的两个方向的超差情况，扳动四个调节螺栓，调节外立柱相互垂直的两个方向对底座工作面的垂直度误差达到验收要求。8)垂直度误差调节合格后，可用内卡钳在外立柱和内立柱的空间进行测量。然后用千分尺测量内卡钳实际数据（或者用内径千分尺直接量得），其最大值与最小值差值的一半就是偏心值。9)偏心套按所测量的偏心量数值仍需加大0.03mm,作为车削偏心套时的偏心值，借以消除装配后的轴承间隙。"
Z35摇臂钻床主轴变速箱摩擦离合器失效的故障原因及排除方法有哪些？,南擦离合器失效的故障原因及排除方法如下：l)摩擦片磨损后厚度减薄，片间接触不良，轴向压紧环推紧后仍无法传递扭转力矩可采用摩擦片喷砂或更换厚度稍厚的摩擦片的方法排除。2)操纵拨叉脚磨损间隙增大，使轴向压紧环的移动距离减少．失去对脉擦片的压紧作用。应更换拨叉，或在旧的拨叉脚两平面处铜焊后修平，＇3)由于润滑不良、断油，造成摩擦片咬合烧伤。应检查润滑油路，保持油路畅通，更换烧损的摩擦片，或将烧伤的摩擦片经喷砂修复后继续使用。4)摩擦片装配顺序不对，造成空转时摩擦片不能脱开而引起发热。由于脖擦片内槽不一．因此装配时要检查空转时摩擦片能否相互脱开。.4)拨叉锥销脱开。应重新饺孔装紧勺
Z35摇臂钻床主轴箱在摇臂上移动时轻重不匀的故障原因及排除方法有哪些？,故障原因及排除方法如下：1)摇臂导轨面的直线度误差太大。应修刮平导轨，直线度误差在(1000:0.02)mm以内。3()()2)摇臂上导轨面的弹簧钢条承压变形。可更换新的弹簧钢条；或在大修时在上导轨面改用镶悴硬钢导轨面板，可分三段拼接而成，并保证接缝处平直光滑。3)主轴箱承压导轨滚动轴承损坏。应更换新轴承。4)左右偏心调节滚轮不处于同一水平面上，使主轴箱单面受力或主轴箱整体重心向后偏移，造成主轴箱下燕尾导轨面配合过紧。应调整滚轮，用塞尺检查左右间隙在0.04mm内并保持一致，或将平衡配重支架缩短，使配重的重心向摇臂移近，改变主轴箱重心位置。5)七轴箱背面的平面垫铁磨损，造成滑动面配合间隙过大，使主轴箱上端前倾。应松开紧固螺钉，调节偏心轴，保持主轴箱水平位置，拧紧紧固螺钉，防止偏心轴转动。6)主轴箱齿轮与导轨齿条之间有毛刺及碰伤现象。应清除脏物，修整毛剌或碰伤处。
Z35摇臂钻床主轴在主轴箱内上下快速移动时松紧不匀的故障原因及排除方法有哪些？,故障原因及排除方法如下·1)主轴花键局部弯曲或拉毛。重新矫正弯曲部分花键，修正拉毛部分。2)主轴套筒变形。应修整套筒更换套筒导向套。3)主轴套筒配重失调。应适当增减主轴套简配重的重量，使主轴在全部行程范围内任何位置都处丁平衡状态。4)套筒齿条与齿轮拉毛研伤。应修整套筒齿条和传动齿轮。5)主轴箱体与主轴箱盖中心偏移。应移动箱盖，校准两孔中心后拧紧螺钉重新较孔定位。
Z35摇臂钻床自动进给手柄推入后出现拉不出来的故障原因及排除方法有哪些？,故障原因及排除方法如下：l)操纵手柄齿轮与内齿轮啃合时有顶齿现象和研伤，啃合后由于切削力作用使啃合的内、外齿产生较大摩擦力。应将内外齿轮倒角处修圆滑，并把研伤部位修光。2)进给手柄定位转动轴弯曲，造成手柄回转失灵。应更换定位转动轴。
"Z35摇臂钻床定程切削精度不准的故障原因及排除方法有哪些？",故障原因及排除方法如下；I)主轴轴向间隙太大。应调整主轴上的背母，消除轴向间隙。2)切削定程装置的滚轮拨叉机构损坏和离合器调整不当。检查修复损坏零件，调整离合器使撞块与滚轮相碰时离合器应立即脱开。
Z35摇臂钻床摇臂升降时有冲击现象或啸叫声的故障原因及排除方法有哪些？,故障原因及排除方法如下：l)摇臂孔和立柱有研伤、空形等缺陷，表面粗糙度太大。应修复摇臂孔，研伤严重的可用锡秘合金补焊或镜孔镶套修复，并抛光外立柱表面。2)摇臂孔与立柱外圆表面配合过紧。摇臂上升时，由于滑动面摩擦阻力过大，引起升降丝杠顶端轴承向上位移；下降时整个摇臂由千自重下沉，恢复到原有间隙而造成摇臂下降时的突然冲击现象。相反，如果摇臂孔与立柱外圆配合过松，也同样会引起升降时的振动先将摇臂锁紧，重新调整夹紧螺钉并用塞尺检查，摇壁松开后测垦间隙保持在0.08-0.10mm可将螺钉拧紧。3)升降丝杠与螺母配合间隙过大，并有啸叫声应修复或更换升降螺母。4)升降丝杠上部的钢球过载保护离合器的弹簧疲劳和损坏。应更换离合器弹簧，调整螺母保证弹簧压力适当，防止钢球打滑。5)丝杠副、立柱缺少润滑油或丝杠螺母型面接触不良。每次升降前必须擦净丝杠及立柱，加润滑油，并要求丝杠副型面接触面积不少于70%。
Z35摇臂钻床加工件孔径偏大、圆度超差的原因及消除方法有哪些？,产生误差的原因及消除方法如下：I)主轴套筒与箱体导向轴套配合间隙太大。应修整套筒，更换导向轴套。2)主轴轴向窜动太大。应调整主轴上背母，减少轴向间隙，保证在0.01mm之内。3)主轴锥孔与钻头锥柄配合不好。应用铸铁莫氏锥棒研磨锥孔，保证与标准检验心棒的接触面积不少于70%。4)工件装夹过紧或夹紧部位不当，造成工件变形。应合理选择夹紧部位，正确夹紧工件C5)夹紧部位重复精度差及夹紧不牢固。应重新调整夹紧部件，保证重复定位精度和夹紧牢固。6)主轴锥孔内有毛刺或研伤，造成钻头倾斜。应用刮刀修刮内锥孔毛刺或研伤部位，保证锥孔轴心线的径向圆跳动误差靠主轴端小千0.02mm。7)钻头主切削刃长短不一。应重新正确刃磨钻头，保证主切削刃长短一致，刃口对称及锋利。
单柱立式车床主要结构一般由哪几部分组成？,单柱立式车床主要结构一般由以下几部分组成：工作台、床身、横梁、滑座、垂直刀架、变速箱、横梁升降机构、进给箱、刀库等组成。此外，根据机床的复杂程度不同，还可配备有自动测量装置、铣头、磨头等。
CH51160立式车削加工中心传动系统有何特点？,"CH5116D传动系统特点如下．(1)主运动系统机床主运动由75kW直流电动机驱动，采用晶闸管无级调速。淜磁为1,3.926,调压18.1,卫级变速机械调速比为1,3.926,总调速比为1,125。二级齿轮箱与工作台底座为十体，变速由电磁滑阀控制变速箱液压缸，变速拨叉推动变速齿轮实现两级机械变速，每级机械变速档间可作尤级调速，使工作台得到2.52-315,/min的转速。主轴脉冲编码器直接装于主轴t,测量精度高J(2)进给传动系统刀架纵横移动分别由西门子IFTT5102-OACO!型交流伺服电动机驱动，通过齿轮传动降速，并通过电调和倍率开关，使刀架在r向、z向获得无级调速和相应的变速范围及快速移动。机床控制系统为西门子3T系统。(3)横梁升降传动系统由双丝杠拖动横梁升降，分级定位。横架升降由双端输出的电动机经左右两侧蜗杆、蜗轮箱驱动的升降丝杠来带动。(4)换刀系统本机床无J]台，有刀库，为自动换刀系统，井带有刀具测量系统，其装置装千横梁右下侧，"
