questions,answers
数控机床的参数可以分为哪两大类？,数控机床的参数可以分为数控系统参数 (CNC 参数）、机床可编程序控制器参数 (PMC 参数）两大类。
什么是 CNC 参数，它们在数控机床中起到什么作用？,CNC 参数用于系统功能的设定、伺服系统的调整和机床主要性能指标的设定等，它是数控机床最重要的参数。
PMC 参数分为哪些类别，它们是如何设定的？,PMC 参数分为定时器时间、计数器数值、机床 PMC 的状态位设定参数等，它由机床生产厂家根据机床的实际控制要求进行设定，也可以通过操作面板进行设定。
机床参数有哪些级别，它们分别代表什么？,机床参数有三种级别，即机床用户参数、机床厂家参数和数控系统参数。机床用户可改写的用户参数，可以在操作过程中设置或改写；机床生产厂家设定的参数，要提供给机床用户，但机床用户不能随意更改；而数控系统生产厂家设定的 CNC 保密参数，为最高秘密级参数，机床厂家和机床用户无法更改。
FANUCOi 系列的参数包括哪些类别？,FANUCOi 系列的参数包括坐标系、加减速度控制、伺服驱动、主轴控制、固定循环、自动刀具补偿、基本功能等 40 多个大类的机床参数。
什么是位型和位轴型参数，每个数据号由多少位组成？,位型和位轴型参数由8位组成，每一位有不同的意义。
如何在FANUC Oi系列中显示参数画面？,"按MDI面板上的功能键SYSTEM""几次或一次以后，再按软键［参数］选择参数画面，然后用翻页键或者光标移动键，显示所需要的页面。"
如何在FANUC Oi-A系统中设置参数？,"设定MDI方式或急停状态，按数次 ""OFFSET SETTING键或按 ""SETTING软键，显示［设定快捷画面］，将光标移到 ""PARAMETER WRITE"" 位置，按 ""1 和［输入］软键，会出现P/Sl00号报警。"
如何在 SINUMERIK 802D 系统中设置参数？,"在 SINUMERIK 802D 系统中设置参数需要按照以下步骤进行：(1) 按 MDI 面板上的功能键 “SYSTEM"" 几次或一次以后，再按软键［参数］选择参数画面。(2) 显示所要设置的参数所在的页面，光标放在想设定的参数的位置。(3) 输入数据，然后按［输入］软键，输入的数据被设定到光标指示的参数中。(4) 如果参数设定完毕，需将参数设定画面的 “PARAMETER WRITE” 设定为 “O 禁止参数的修改。(5) 复位 CNC ，解除 P/S100 号报警。但如果设定了重要的参数，会出现 P/S000 号报警，需要关断电源再开机，才能使新参数生效。"
机床参数设定的依据是什么？,机床参数的设定依据主要有两方面：一是系统生产厂家根据机床生产厂家所需要的 CNC 功能，对系统的基本功能进行的设定；二是机床生产厂家按各机床的实际工作情况，对标准 CNC 进行的设定与调整。
错误的机床参数设定会导致什么后果？,与系统功能有关的机床参数直接决定了系统的配置和功能，设定错误可能会导致系统功能的丧失；与机床调整有关的机床参数设定错误，可能会影响机床的主要参数与动态、静态性能、定位精度等。
在 SINUMERIK 802D 中，如何进入系统页面以修改口令？,同时按系统操作面板上的 “SHIFT” 与 “SYSTEM” 键，进入系统页面。
在 SINUMERIK 802D 中，如何进行口令的设定？,按系统页面中的［设定口令］功能键，进行口令的设定。
在 SINUMERIK 802D 中，机床参数可以分为哪些类型？,在 SINUMERIK 802D 中，机床参数可以分为：机床显示参数、通用机床参数、通道数据、轴参数。
在进行维修工作时，为什么需要参考系统“机床参数”的设置情况？,在进行维修工作时，维修人员应随时参考系统“机床参数”的设置情况，对机床进行必要的调整与维修。
在更换 CNC 模块前，为什么要事先记录机床的原始设置参数？,在更换 CNC 模块前，一定要事先记录机床的原始设置参数，以便机床功能的恢复。
如何进入机床数据页面？,按［机床数据］功能键可以进入机床数据页面。
机床数据页面显示了哪些数据？,机床数据页面共显示“通用数据”、“轴参数”、“其他数据”等数据。
如何在机床数据页面中切换轴参数？,可以通过“轴+”和“轴-”功能键进行X、Y、Z4轴的切换。
如何存储修改后的机床数据？,修改完毕后，按［数据存储］功能键，并根据应答键进行数据的存储。
如何进行参数的生效操作？,根据参数生效方式进行参数的生效操作。
当CNC需要重新调试时应该怎么做？,当CNC刚刚连接完毕或者因为某种原因导致PLC程序丢失或参数丢失后，就要对CNC进行重新调试。
如何调试PLC用户程序？,利用准备好的“802D调试电缆“将计算机和802D的COM1连接起来，然后使802D进入联机状态，并按以下步骤操作：系统-PLC-STEP-连接-设定通信参数-选择“联机开启”。
在 PC 侧如何启动 PLC 编程工具？,在 PC 侧启动 PLC 编程工具，进入通信界面，设定通信参数。
如何在 PC 侧打开已编译完成的 PLC 应用程序？,在 PC 侧，打开已编译完成的 PLC 应用程序。
如何将 PLC 程序下载到 802D 中？,利用 PLC 编程工具将 PLC 程序下载到 802D 中，下载完成后重新启动 PLC 应用程序。
如何监控并查找 PLC 地址有无冲突？,监控并查找 PLC 地址有无冲突。
如何以制造商口令进行相关参数的修改？,如果 PLC 应用程序是在 SIEMENS 公司标准子程序库上建立的，则以制造商口令进行相关参数的修改，如：通过 MD14510[16] 选择机床类型，1 表示车床，2 表示铣床。
如何设定 MD14512[16]Bit0 = l 进行调试？,当调试急停处理子程序时，设定 MD14512[16]Bit0 = l (调试方式) 进行调试。
802D 系统出厂时预装了哪些语言？,802D 系统在出厂时预装了英文作为系统的第一语言，同时针对中国市场系统加装了中文作为第二语言。
如何通过文本管理器安装其他语言？,如果用户需要加装其他语言，可以通过文本管理器安装中文（繁）、德语、法语、西班牙语、俄语、韩语等。
如何将计算机和 802D 的 COM1 接口连接起来？,通过 802D 调试电缆，将计算机和 802D 的 COM1 接口连接起来。
如何启动文本管理器TextManger？,从Windows的“开始”中找到TextManger并启动。
在TextManger窗口中如何选择安装语言界面？,在TextManger窗口中选择“LAN”图标，进入安装语言界面。
如何在TextManger中选择中文文件夹并确认？,选择文件夹“C”（中文），并点击“Second Language”键，然后点击“OK”确认。
如何设置通信参数？,在Configure Transfer设定通信参数（波特率等）。
如何输入制造商口令并选择通信方式？,输入制造商口令（通常为evening)，在通信界面选择“二进制”方式以及与计算机上相同的波特率。
如何开始中文安装？,选择“Start Transfer SP*.arc”，中文安装即开始。
如何进行802D的初始化步骤？,利用准备好的“802D调试电缆”将计算机和802D的COM1连接起来，启动“WINPCIN”通信工具软件，将WINPCIN的通信方式设置为“二进制”。
SINUMERIK 802D 系统出厂数据区包含什么内容？,答：出厂数据区内容是系统在出厂时的标准数据（机床数据的默认值）。PLC 程序和文本保存的是系统内置 S7-200 PLC 程序及 PLC 的用户报警文本。
SINUMERIK 802D 系统的启动方式有哪些？,答：SINUMERIK 802D 系统的启动方式分为方式 0 （正常上电启动）、方式 1 （默认值上电启动）、方式 3 （按存储数据上电启动）三种。
方式 0 的启动过程是怎样的？,答：方式 0 的启动过程是以静态存储器区的数据启动。系统在上电启动时检测静态存储器，如果静态存储器掉电，系统将自动将备份数据装入工作数据区后启动；如果没有备份数据，则将出厂数据区的数据写入工作数据区后启动。
方式 1 的启动过程是怎样的？,答：方式 1 的启动过程是以 SIEMENS 出厂数据启动。启动时出厂数据写入静态存储器的工作数据区后启动，启动完成后显示 04060 已经装载标准机床数据报警，复位后可清除报警。
方式 3 的启动过程是怎样的？,答：方式 3 的启动过程是以高速闪存 FLASH ROM 内的备份数据启动。启动时备份数据写入静态存储器的工作数据区后启动，启动完后显示 04062 已经装载备份数据报警，复位后可清除报警。
数据备份的分类是什么？,数据备份分为机内存储和机外存储两种。
机内存储指的是什么？,机内存储即将静态存储器 SRAM 区已修改过的有用数据存放到高速闪存 FLASH 区。当重新上电时，系统会根据电容上电压的情况，在启动过程中自动调用备份数据区上一次存储的机床数据（方式 3 启动），若没有做过数据存储，则在启动过程中自动调用出厂数据。
机外存储指的是什么？,机外存储即将静态存储器 SRAM 区数据通过 RS-232 串行口传输至 PC 卡或计算机保存。
什么是系列备份，它包含哪些数据和指令？,系列备份是将系统的所有数据都按照一定序列全部传输备份并含有一些操作指令（如初始化系统、重新启动系统等）的数据备份方式。其中数据包括：机床数据、设定数据、R参数、刀具参数零点偏移、螺距误差补偿值、用户报警文本、PLC用户程序、零件加工程序。
系列备份的优点是什么，为什么不同版本的系统间一般不能通用？,系列备份的优点是备份方便，只需传输保存一个文件就可以。但由于其中包含一些特殊指令，不同版本的系统间一般不能通用。
什么是分区备份，它如何分类备份数据？,分区备份是将系统的各种数据分类进行传输备份。具体分为五大类：1类（零件程序和子程序）、2类（标准循环）、3类（用户循环）、4类（数据）、5类（PLC一应用）。其中带……符号的类别中又可以选择某一程序或循环或数据。1类程序和2、3类循环根据用户使用不同其中包含的程序和循环而不同，这些程序和循环可单独分程序或循环传输备份。4类数据……内包含6个子类：机器数据、设置数据、刀具数据、R参数、零点偏移、丝杠误差补偿，其中这6个子类又可单独分类传输备份。
分区备份的优点是什么，为什么如备份不全就不能完全恢复系统？,分区备份的优点是备份的文件不分版本，可以通用，方便制造商使用。但由于分区备份的文件很多，如备份不全就不能完全恢复系统。
802D 系统中试车数据备份是什么类型的备份？,802D 系统中试车数据备份是系列备份。
802D 系统中试车数据传输时应选择哪种格式？,802D 系统中试车数据传输时必须选择二进制格式。
802D 系统中其他程序、循环、数据传输时应选择哪种格式？,802D 系统中其他程序、循环、数据传输时应选择文本格式。
802D 系统中数据内部备份的步骤是什么？,802D 系统中数据内部备份的步骤如下：心按 [Alt+N] 键进入诊断操作区域，按［确认］键，进入数据存储操作，按［中断］键，返回原画面，退出数据存储操作，数据存储结束，返回原操作画面，在屏幕底部出现提示数据存储结束。
802D 系统中数据外部备份的操作步骤是什么？,802D 系统中数据外部备份的操作步骤如下：a. 通过 RS-232 电缆将计算机和 802D 的 COMl 接口连接起来。b.  PC 侧：从 WINDOWS 的“开始”中找到通信工具软件 WINPCIN ，并启动。c.  PC 侧： WINPCIN 中选择文件类型，然后按接收数据键“Receive Data”。d.  802D 侧：选择所需传输的数据，然后按菜单键“读出”，启动数据输出。
当需要备份或恢复 802D 的试车数据时，可以按照以下步骤操作：,a. 将 PC 卡插入 802D 的 PC 卡插槽中。b. 802D 上电。c. 进入 “SYSTEM” 菜单，选择“数据读入/出”菜单键。d. 选择需要传输的数据。e. 按菜单键“读出”，可将数据备份到 PC 卡上。
什么情况下会出现通电后屏幕不显示的故障？,通电后屏幕不显示的故障可能是由于显示部件系统有问题或者 CNC 系统处在不能工作的状态。
如何查看 CNC 系统本体是否正常工作？,可以通过查看 CPU 板上的 STATUS LED 状态显示来判断 CNC 系统本体是否正常工作。如果 STATUS LED 显示为表 3-1 中的序号 10 所示亮灯状态，则说明 CNC 系统本体在正常工作。
如果显示部件系统有问题，应该如何处置？,如果显示部件系统有问题，可以从以下几个方面进行检查和处置：检查电源，对显示器是否供电；检查视频信号电缆是否连接，有无断线、接触不良；检查 1/0 板上 CRT 控制回路是否不良，如果不良则需要更换 1/0 板。
如果不是显示部件系统的问题，应该如何处置？,如果不是显示部件系统的问题，则是显示部件以外的硬件出现了问题。根据 LED 显示出的原因进行处置。
当手动、自动功能均不能执行时，应如何检查？,答：首先确认屏幕上是否进行位置显示。如果在界面上有位置显示，那么故障一般在PMC的输出端。可能是连接电缆伺服系统等部件有故障；其次用CNC的状态显示来确认。分析系统是处在允许手动操作或是自动运行的状态，还是处在不允许机床运动的状态，再次用CNC诊断功能确认系统内部状态，即检查PMC的I/O状态。
当屏幕界面的位置显示及实际刀具全都不能运动时，应如何检查？,答：当屏幕界面的位置显示及实际刀具全都不能运动时，应从状态显示和系统自诊断两个方面检查。从屏幕上的CNC状态显示中，查找进给不动作原因。即是否为“EMG”、“RESET”，显然在这两种状态下，进给是不能动的。系统处于紧急停止状态（紧急停止信号为ON），此时界面显示为“EMG”。
当界面显示 EMG 时，可以使用什么功能进行进一步确认？,可以使用 PMC 的诊断功能 (PMCDGN) 进行进一步确认。
复位时系统中没有进给指令，界面显示为什么？,复位时系统中没有进给指令，界面显示为 'RESET。
可以使用什么功能确认复位原因？,可以利用 PMC 侧的诊断功能 (PMCDGN) 确认复位原因。
"如果 ERS 为 ""1 ，说明什么？","如果 ERS 为 ""1 ，说明外部复位信号被输入。"
"如果 RRW 为 ""1 ，说明什么？","如果 RRW 为 ""1 ，说明复位和倒带信号被输入。"
如何确认 MDI 键盘的 RESET 键是否误动作？,如果当前一项中的信号为 OFF(O) 时，可以使用万用表确认 RESET 的接点，有异常时应更换键盘板。
如何确认方式选择的状态显示？,在显示界面的下部，显示操作面板所处的操作方式、状态。
机床的手动、自动操作需要系统处于哪些方式？,机床的手动、自动操作需要系统处于如下所列举的几种方式：手动方式 (MD)、编辑方式 (ED)、自动方式 (AUTO)、单段方式 (SINGLE)、录入方式 (INPUT)、返回参考点方式 (REF)、设定方式 (SETUP)、伺服开/关方式 (SERVO ON/OFF)、电源接通/断开方式 (PWR ON/OFF) 等。
如何使用PMC侧的诊断功能确认方式状态选择信号？,可以使用PMC侧的诊断功能（PMCDGN）来确认方式状态选择信号。在诊断界面上，从参数G0043中的信号位G0043.2(MDI)、G0043.1(MD2)和G0043.0(MD1)可以得到确认。
手动和自动时显示的操作方式有哪些？,手动时显示的操作方式有JOG（手动连续进给）方式和HAN（手轮）方式；自动时显示的操作方式有MDI（手动数据输入）方式、MEM（自动运行）方式和EDIT（存储器编辑）方式。
如何启动系统自诊断功能？,可以使用CNC的000-015号诊断功能来启动系统自诊断功能。在自诊断界面上，会显示表3-28中的各项信息，需要对信息中的右端显示为“1”的项目进行检查。
如果表3-28中005号信息显示为“1”，应该如何处理？,如果表3-28中005号信息显示为“1”，则需要对005号诊断内容进行检查。005号信息表示系统正在进行到位检查（确认定位）。此时界面显示轴移动（定位）还没结束，需要确认“0300”和“1826”参数号中的内存数值，在下述条件下，a项显示为“1”。
什么是诊断号 0300 中的内置位置偏差量和参数 No.1826 中的内置到位宽度？,"诊断号 0300 中内存储的数（内置位置偏差量）大于参数 No.1826 中内存储的数（内置到位宽度）。这表明伺服系统可能异常，需要对照伺服报警 400,410,411 各项内容进行检查。"
如何确认参数设定值？,可以使用 CD 按参数表确认参数的设定值。每轴伺服回路增益的参数 1825 的标准值为 300。
如何确定互锁信号的有效性？,首先需要确定参数 3003 的设定。0 号 (ITL) 为 “0” 时互锁信号 (?IT) 有效。2 号 (ITX) 为 “0” 时互锁信号 (.ITn) 有效。3 号 (DIT) 为 “0” 时互锁信号（土 MITn) 有效。用上述参数选择的互锁信号，用 PMC 侧的诊断功能来确认下面对应的信号。
如何确认互锁信号是否被输入？,可以通过诊断信号来确认互锁信号是否被输入。O 互锁信号 (*IT) 被输入时，参数 G008.0 位的＊ IT 的值为 “O”。各轴互锁信号(* ITn) 被输入时，信号＊ ITn(n 表示轴号）为 0。各轴方向互锁信号输入（士 MITn) 时，对 M 系统（铣床、加工中心）而言，士 MITn 为 “1”，说明与轴方向对应的互锁信号被输入。
在T系统中，什么情况下土MITn有效？,当在手动运行时，土MITn有效。
手动进给速度倍率为零时，上述地址的全部位显示为什么？,当手动进给速度倍率为零时，上述地址的全部位显示为(1111 … 1111)或(0000 … 000)。
如何确认机床锁住信号？,可以通过参数G0044和G0108确认机床锁住信号。
如何确认机床是否能进行手动连续进给 (JOG)？,可以从屏幕界面的位置显示中确认机床是否能动作；从CNC状态显示中确认；用CNC诊断功能确认内部状态。
如何确认系统当前是否选择了 JOG 方式？,可以确认界面上方式选择的状态显示，若在状态显示上显示 “JOG”方式，则为正常。若没有显示，则方式选择信号不对，用 PMC 侧诊断功能 (PMCDGN) ，可查诊断号 G0043 ，进一步确认方式选择信号。
选择JOG方式时，诊断G0043中哪些位的MD和M信号应为1，哪些位的MD信号应为0？,"答案1: 0号位的MD1信号和2号位的M凶信号应为1""，而1号位的MD2信号应为""0。"
如何确认选择进给轴方向信号是否输入？,答案2: 可以使用PMC侧的诊断功能(PMCDGN)，查参数GO100和G0102。
通过什么功能可以确认JOG方式选择以前，方向选择信号是否被输入？,答案3: 利用CNC自诊断功能000-015号来确认。
如何确认手动进给速度是否正确？,答案4: 可以查参数号1423，该参数内置每转进给的进给速度。
如何选择手动每转进给功能？,答案5: 在主轴运转时，进给轴与主轴同步运转的功能中，是否使用本功能，由选择下面的参数来决定：信号JRV为0时，不进行手动每转进给；JRV为1时，进行手动每转进给。]
如何判断是否输入了手轮进给轴选择信号？,利用PMC的诊断功能（PMCDGN）确认G0018和G0019信号。
当主轴旋转但坐标轴不移动时，应检查什么？,当主轴旋转但坐标轴不移动时，应检查安装在主轴侧的检测器（位置编码器）及位置编码器和CNC间的电缆是否断线、短路等。
机床不能进行手轮运行时，应如何确认是否能进行JOG运行？,当机床发生不能进行手轮运行故障时，首先要确认在不能进行手轮操作的同时，是否能进行JOG运行。
在CNC状态显示中，如何判断系统是否处于手轮状态？,在CNC状态显示中，当选择了手轮方式时，若显示“HND”，则方式选择正常。若不显示“HND”，则方式选择信号输入不正确。
如果选择了机床操作面板的手轮进给选择开关，G0018和G0019中的信号表示什么？,G0018和G0019中的信号表示手摇脉冲发生器（MPG）的号，最多可有3台手摇脉冲发生器的选择信号。
如何进行轴选择？,轴选择通过A~D4位代码进行。
手轮进给倍率选择不正确会导致什么问题？,手轮进给倍率选择不正确可能会导致机床不能动。
如何确认手轮进给倍率选择是否正确？,可以使用PMC的PMCDGN界面来确认是否选择正确倍率信号。
O参数G0019表示什么？,O参数G0019表示内置进给倍率。
@参数7113表示什么？,@参数7113表示内置手动手轮进给倍率，即表3-30中的m值，m为1~127。
@参数7114表示什么？,@参数7114表示内置手动手轮进给倍率，即表3-30中的n值，n为1~1000。
HNGx:O表示什么？,HNGx:O表示手摇脉冲发生器的旋转方向和机械移动方向相同（顺时针旋转为移动正方向）。
HNGx:1表示什么？,HNGx:1表示手摇脉冲发生器的旋转方向和机械移动方向相反（顺时针旋转为移动负方向）。
@参数7110表示什么？,@参数7110表示内置手摇脉冲发生器的使用台数，台数为1~3。
如何确认手摇脉冲发生器是否有故障？,如果出现0故障，可能是连接电缆不良，需要调查连接电缆是否有异常断线、短路等问题。
当手摇脉冲发生器不良时，应如何检查其是否有输出信号？,用示波器测量手摇脉冲发生器背面的螺钉端子，能够检测出该信号；如果没有输出信号，则要测量＋5V电压。
如何确认 ON 与 OFF 信号比例 HA/HB 的相位差？,需要使用示波器来测量 ON 与 OFF 信号比例 HA/HB 的相位差。
FANUC Oi-A 系统的报警总览表可以显示多少条报警信息？,FSOi 系统可以在 CRT 上显示近千条报警信息，指示系统故障的原因。
FANUC Oi-A 系统的报警根据引起故障的不同原因，大致可以分为哪些类别？,FANUC Oi-A 系统的报警根据引起故障的不同原因，大致可以分为八大类：有关程序、操作的报警 (PIS 报警)、有关 PMC 的报警 (PMI 报警)、有关伺服的报警 (SVM 报警)、有关主轴的报警 (SPM 报警)、有关 CNC 的报警 (CNC 报警)、有关电源的报警 (PSU 报警)、有关 I/O 的报警 (I/O 报警)、有关冷却的报警 (CP 报警)。
什么情况下需要将同一程序段的轴移动指令设为1个轴？,   - 移动轴超过了联动轴数，或者在扭矩极限到达信号的跳步功能指令 (G31) 中，和同一个程序段中无轴移动指令，或者指令了 2 个轴以上的轴移动。
020 OVER TOLERANCE OF RADIUS 错误表示什么？,   - 在圆弧插补 (G02 或 G03) 中，圆弧始点半径值与圆弧终点半径值的差超过了 3410 号参数的设定值。需要修改程序。
ILLEGAL PLANE AXES CDMMAND 错误表示什么？,   - 在圆弧插补中，指令了不在指定平面 (G17、G18、G19) 的轴。需要修改程序。
022 NO CIRCLE RADIUS 错误表示什么？,"   - 在圆弧插补指令中，没指定圆弧半径 R 或圆弧的起始点到圆心之间的距离的坐标值 I,J 或 K。"
ILLEGAL RADIUS CDMMAND 错误表示什么？,   - 指定圆弧半径 R 时， R 为负值。需要修改程序。
在圆弧插补中，用 H 一位数进给指令了什么呢？,   - 在圆弧插补中，用 H 一位数进给指令了快速进给。
在刀具长度补偿 C 中，在 G43/G44 的程序段，没有指定轴。如何修改程序？,在刀具长度补偿 C 中，在没有取消补偿状态下，对其他轴进行补偿。如何修改程序？
在刀具半径补偿 C 中，如果在 G02/G03 方式进行起刀或取消刀补，应该怎么做？,修改程序。
在刀尖 R 补偿中，如果在 G02/G03 方式进行起刀或取消刀补，应该怎么做？,修改程序。
在刀具半径补偿 C 或刀尖 R 补偿方式中，如果指令了 G31 跳步切削，应该怎么做？,修改程序。
在刀具半径补偿 C 中，如果切换了补偿平面 (Gl7 /G18/G19)，应该怎么做？,修改程序。
如何在 M 系列中修改程序以避免过切？,在刀尖 R 补偿中，若切换了补偿平面 (Gl 7 /Gl8/G19)，可能产生过切。需要修改程序。
在 T 系列中，如何在修改程序以避免过切？,在刀尖 R 补偿中，若圆弧的始点或终点与圆心一致，可能产生过切。需要修改程序。
在 T 系列中，如何在修改程序以避免过切？,在某一固定循环 G90/G94 中用刀尖 R 补偿时有可能产生过切。需要修改程序。
在 M 系列中，如何避免在刀具半径补偿 C 中产生过切？,在刀具半径补偿 C 中，若连续指令了 2 个以上不移动的程序段（如辅助功能，暂停指令等），可能产生过切。需要修改程序。
在 T 系列中，如何避免在刀尖 R 补偿中产生过切？,在刀尖 R 补偿中，可能产生过切。需要修改程序。]
在刀尖R补偿方式中，连续指令了2个以上辅助功能、暂停等不移动的程序段。应如何修改程序？,修改程序：移除连续指令的辅助功能、暂停等不移动的程序段。
在刀具半径补偿方式中，指令了刀具位置补偿(G45-G48)。应如何修改程序？,修改程序：移除刀具位置补偿(G45-G48)的指令。
在固定循环方式中，指令了G27-G30。应如何修改程序？,修改程序：移除G27-G30的指令。
在返回第2、3、4参考点指令中，指令了非P2、P3、P4指令。应如何修改程序？,修改程序：确保返回第2、3、4参考点指令使用正确的P2、P3、P4指令。
在螺纹切削程序段，指令了任意角度的倒角、拐角R。应如何修改程序？,修改程序：移除任意角度的倒角、拐角R的指令。
在任意角度的倒角、拐角R程序段的下个程序段的移动或移动量不合适。应如何修改程序？,修改程序：确保任意角度的倒角、拐角R程序段的下个程序段的移动或移动量合适。
在指令了任意角度倒角、拐角R的程序段的下一个程序段，不是GOl、G02、G03的程序段。应如何修改程序？,修改程序：确保任意角度倒角、拐角R的程序段的下一个程序段是GOl、G02、G03的程序段。
什么是“TOO MANY ADDR蕊 0M”错误，如何修改程序？,"在没有任意角度倒角、拐角 R 功能的系统中，如果指令了逗号”,”或在任意角度倒角拐角 R 指令中，逗号”,”之后，不是 R 、 C 指令，会出现“TOO MANY ADDR蕊 0M”错误。需要修改程序。"
什么是“TOO MANY ADDRESS COMMANDS”错误，如何修改程序？,"在倒角、拐角 R 指令中，如果指令了 2 个以上 I 、 K,R，或者在直接输入图纸尺寸中逗号”,”之后，不是 C 或 R ；或者用非指令逗号”,“的方法 (PRM3405=/=14 = 1) 指令了逗号”,＂，会出现“TOO MANY ADDRESS COMMANDS”错误。需要修改程序。"
什么是“MIS SING MOVE VALUE IN CHF I”错误，如何修改程序？,在任意角度倒角、拐角 R 的程序段中，如果指定的移动量比倒角、拐角 CNR 的量还小，会出现“MIS SING MOVE VALUE IN CHF I”错误。需要修改程序。
什么是“NO END POINT &ANGLE IN CHF I”错误，如何修改程序？,直接输入图纸尺寸时，如果只有角度指定 (A…)的程序段的下个程序段，终点和角度都没有指定，会出现“NO END POINT &ANGLE IN CHF I”错误。需要修改程序。
什么是“NO SOLUTION OF BLOCK END”错误，如何修改程序？,直接输入图纸尺寸时，如果不能正确计算出程序段终点，会出现“NO SOLUTION OF BLOCK END”错误。需要修改程序。
在 G70、G71、G72、G73 指令的程序段中，没有指令地址 P 或 Q。应该怎么做？,答案： 修改程序。
在 G71、G72 中，切削深度为 0 或负。在 G73 中，重复次数为 0 或负。在 G74、G75 中，K 为负。应该怎么做？,答案： 修改程序。
在 G74、G75 中，中心丛为 0，但 U、W 不为 0。应该怎么做？,答案： 修改程序。
在 G74、G75 中，决定了退刀方向，但指定了负值。应该怎么做？,答案： 修改程序。
在 G76 中，如果螺纹高度及第 1 次切削深度指定了 0 或负值，应该怎么办？,修改程序。
在 G76 中，如果最小切削深度比螺纹高度值还大，应该怎么办？,修改程序。
在 G76 中，如果指定了不可使用的刀尖角度，应该怎么办？,修改程序。
在复合形固定循环 (G71 、 G72) 中，如果指定了非单调的加工形状，应该怎么办？,修改程序。
在 G70 、G71 、 G72 、 G73 中，如果没有找到 P 指定的顺序号，应该怎么办？,修改程序。
在 G71 、 G72 、 G73 中，如果用 P 指定顺序号的程序段中没有指令 GOO 或 GOl，应该怎么办？,修改程序。
在 G71 、 G72 中，如果在 P 指定的程序段中指令了 z(W)(G71) ，或者指令了 X(U)(G72)，应该怎么办？,修改程序。
在 G71 、 G72 、 G73 用 P 指定的程序段间，如果指令了不允许的 G 代码，应该怎么办？,修正程序。
在 MDI 方式，如果指令了含有 P 、 Q 的 G70 、 G71 、 G72 、 G73，应该怎么办？,修改程序。
070 错误信息是什么意思？,存储器的存储容量不够。删除各种不必要的程序并再执行一次程序登录。
071 错误信息是什么意思？,没有发现检索的地址数据。或者在程序号检索中，没有找到指定的程序号。再次确认要检索的数据。
072 错误信息是什么意思？,登录的程序数超过200个。删除不要的程序，再次登录。
073 错误信息是什么意思？,要登录的程序号与已登录的程序号相同。变更程序号或删除旧的程序号后再次登录。
074 错误信息是什么意思？,程序号为1-9999以外的数字。
075 错误信息是什么意思？,登录了被保护的程序号。
076 错误信息是什么意思？,在包括M98、G65或G66指令的程序中，没有指定地址P（程序号）。
调用子程序时出现什么错误，应如何解决？,SUB PROGRAM NESTING ERROR。应修改程序或中止后台编辑操作。
什么情况下会出现“NUMBER NOTFOUND”错误？,M98、M99、G65或G66的程序段中的地址P指定的程序号或顺序号未找到，或者GOTO语句指定的顺序号未找到，或者调用了正在被后台编辑的程序。
在存储器与程序校对中，可能出现什么错误，应如何解决？,存储器中的某个程序与从外部I/O设备中读入的不一致。应检查存储器中的程序以及外部设备中的程序。
什么情况下会出现“ARRIVAL SIGNAL NOT ASSERTED”错误，应如何解决？,在刀具长度自动测量功能（G37）中，在参数6254设定的区域内，测量位置到达信号（XAE，YAE，ZAE）没有变为ON。应设定或操作参数以解决此问题。
在自动刀具补偿功能中（G36，G37），什么情况下会出现“ARRIVAL SIGNAL NOT ASSERTED”错误，应如何解决？,"在参数6254,6255设定的区域内，测量位置到达信号（XAE，ZAE）没有变为ON。应设定或操作参数以解决此问题。"
用阅读机打印机接口进行数据读入时，出现溢出错误、奇偶错误或成帧错误，可能是什么原因造成的？,答：可能是输入的数据位数不吻合，或波特率设定、设备规格号不对。
用阅读机打印机接口进行数据输入时，I/O设备的动作准备信号（DR）断开，可能是什么原因造成的？,答：可能是I/O设备电源没有接通，电缆断线或印制电路板出故障。
用阅读机打印机接口进行数据读入时，超过10个字符后输入仍未停止，可能是什么原因造成的？,答：可能是I/O设备或印制电路板出故障。
起始点离参考点太近或速度过低，不能正常进行参考点返回，应该怎么办？,答：把起始点移到离参考点足够远的距离后，再进行参考点返回操作。或提高返回参考点的速度，再进行参考点返回。
自动运行暂停时，不能进行手动返回参考点，可能是什么原因造成的？,答：原因不详。
PTYPE NOT ALLOWED (EXT OFS)程序再启动中，不能指令P型（自动运行中断后，变更了外部工件偏置），应该怎么办？,答：按照操作说明，重新正确地操作。
PTYPE NOT ALLOWED (WRK OFS)程序再启动中，不能指令P型（自动运行中断后，变更了工件偏置量），应该怎么办？,答：按照操作说明书，重新正确操作。
PTYPE NOT ALLOWED (AUX) EC程序再启动中不能指令P型（接通电源后，紧急停止后，或PIS报警094-097的复位后，一次也没进行自动运行），应该怎么办？,答：请进行自动运行。
电源接通后，紧急停止后或一次都没有返回参考点，指令程序再启动时，检索中发现了G28，应该怎么办？,答：需要先返回参考点。
在程序再启动中，检索结束后进行轴移动之前，进行了什么操作会导致 MDI EXEC NOT ALLOWED AFT 的报警？,在检索结束后进行轴移动之前，使用 MDI 进行了移动指令，导致了 MDI EXEC NOT ALLOWED AFT 的报警。
如何解决 PARAMETER WRITE ENABLE 的报警？,需要将参数设定画面中的 PWE（参数可写入）设定为“0”，然后使系统复位。
