questions,answers
JOG模式下，机床各轴的移动方式有哪两种？,JOG模式下，机床各轴的移动方式有两种，一种是点动控制方式，每次按一次座标进给键，所选择的轴相对于当前位置移动一给定的距离（即设置的增量尺寸）；另一种为连续进给方式，只要操作者按下坐标进给键，所选择的轴即处于连续运动状态，直到松开坐标进给键时运动才止。
什么是MDA file fe.键的功能？,MDA file fe.键可将MDA buffer中的程序段储存在缓冲器中，只有储存在缓冲器中的程序段才可以被执行。
Edit function键可以提供哪些程序编辑功能？,Edit function键可在垂直软键中提供程序编辑功能，如复制、剪贴、删除、寻找等。
Program control键的作用是什么？,Program control键可使程序在“MDA”与“AUTO”方式下切换。
在MDA方式下，如何运行MDA缓冲器中的程序？,在MDA方式下，按“NC start”键，即可运行MDA缓冲器中的程序。
在自动加工操作前，需要完成哪些操作？,在自动加工操作前，应已完成加工程序进入CNC系统、参数设置操作、回零操作、设置工件零点操作和必要的安全互锁装置被激活等操作。
在自动加工方式下，屏幕显示的内容有哪些？,动态坐标值、坐标轴、加工程序、主轴参数、刀具状态及进给速度。
在自动加工方式下，如何选择加工程序？,在“Automatic”工作模式下，选择图5.12中右下脚的“Program overview”键，所有程序的目录将显示在屏幕上，移动光标至目录树上所要加工的程序文件上，选择所要加工的工件。
如何启动、停止、取消程序的运行？,分别通过“NC start”、“NC stop”和“Reset”键控制启动、停止和取消程序的操作。用“NC stop”可中断程序的运行，当要恢复运行时，可按动“NC start”键。而用“Reset”键同样可中断零件的程序运行，但如再按“NC start”键，程序将从头开始运行。
在程序运行中，如何中断程序的运行？,在程序运行当中，可动“NCp”键中断程序的运行。
如何从加工轮廓中退出刀具？,由于工件测量、刀具磨损值棱正成刀具极摸处理等原因，可用手动方式从加工轮廓中退出刀具。
如何恢复程序的运行？,需要将坐标轴返回中断点位置，再次选择“Autc方式，按动“NC start”键即可恢复程序的运行。
在自动方式运行中，如何实现人工干预的操作？,在程序执行的过程中，可以采用覆盖存储功能，验时插入一段程序，并运行该程序。按“Skip Nod”键，程序将自动停在下一程序段的边界上，此时可输入要执行的一段程序，然后按动“NC start”，即可运行输入的程序段。该程序段运行完后，其余程序照样运行。
自动加工方式下，可以选择哪些程序运行方式？,自动加工方式下，可根据需要选择不同的程序运行方式。①NC start（自动程序）如果按动“NC start”键，则中断当前运行的程序。再一次按动“NC start”键，可恢复程序的运行。在自动加工试运转时，为考虑安全，可选择单段执行加工程序的功能。
如何使用单段执行功能？,单段执行功能是在执行完当前程序段后，使加工程序暂停在本段程序，待按下机床操作面板上的“NC start”键，才继续执行下段程序，即让加工程序逐段执行。
自动加工前应如何检查程序的正确性？,自动加工前，不将工件或刀具装上机床，进行机床空运转，以检查程序的正确性。空运转时的进给速度与程序无关，为系统设定的较低值。
当加工三维立体曲面零件时，为何无法装载程序？,当加工三维立体曲面零件时，程序通常是通过CAD/CAM自动生成的，程序非常长，系统的内存有限，无法装载程序用CNC来加工。
什么是DNC直接数控加工，它如何执行程序？,DNC直接数控加工是通过RS232接口输入控制系统，按下“NC stan”键后立即执行外部程序，且一边传送一边执行加工程序的方法。当缓冲存储器中的内容被处理后，程序被自动再装入。
如何将外部程序输入控制系统？,外部程序需要改成系统能接受的格式，例如％＿N＿程序名＿MPP，然后通过外部计算机使用PCIN数据传送软件执行该任务，并在数据输出栏接通程序输出。程序被传送到缓冲存储器，并被自动选择且显示在程序选择栏中。
在DNC运行方式下，如何开始执行程序？,在DNC运行方式下，可以使用“NC start”键开始执行程序，程序被一段一段装入系统进行加工，直至全部结束。无论是程序运行结束还是按“复位”键，程序都会自动从控制系统退出。
通过RS232接口可以实现哪些功能？,通过RS232接口可以实现数据输出功能，即把机床数据（如零件程序、系统参数等）读出并保存到外部设备中，也可以从外部设备把数据再读入到系统中。当然，RS232接口必须与外部设备相匹配。
在DNC运行方式下，如何查看传送错误？,在“系统／数据U／O”区，操作者可以看到多种传送错误。
如何打开程序管理器？,要打开程序管理器，需要按哪个软键？
操作中应如何观察工件装夹情况？,操作中要随时观察工件装夹是否有松动，如有松动应立即停车，以防砸伤人。
机床快速移动时应注意什么？,机床快速移动时，应注意四周情况，防止碰撞。
如遇数控机床电动机异常发热、声音不正常等情况应如何处理？,如遇数控机床电动机异常发热、声音不正常等情况，应立即停车。
操作要文明，应注意哪些事项？,操作要文明，机床导轨及工作台上不要随意放置工具、量具和工件等，机床运转时，禁止触动转动部位，也不要将身体靠在机床上，不准从机床运转部件上方传递物品。
如何遵守工艺规程？,遵守工艺规程，不要任意修改数控系统内制造厂的设定参数和操作程序。
操作完毕后应如何处理？,操作完毕后，擦净机床，清理工作场地，断开电源。
为了正确合理地使用数控铣床，保证机床正常运转，必须制定比较完整的数控铣床操作规程，通常应当做到：,机床通电后应检查哪些方面？
检查电压、气压、油压是否正常，进行手动润滑的部位有哪些？,检查电压、气压、油压是否正常，有手动润滑的部位先要进行手动润滑。
各坐标轴手动回零前应注意什么？,各坐标轴手动回零（返回机床参考点），若某轴在回零前已在零位，必须先将该轴移动离零点一段距离后，再行手动回零。
在进行工作台回转交换时应注意什么？,在进行工作台回转交换时，台面上、护罩上、导轨上不得有异物。
机床空运转达15min以上有何目的？,机床空运转达15min以上，使机床达到热平衡状态。
程序输入后应如何处理？,程序输入后，应认真核对，保证无误。
什么是数控系统的日常维护工作？,数控系统使用一段时间后，为了延长元器件的寿命和零部件的使用周期，防止各种故障和恶性事故发生，必须对数控系统进行日常维护工作。
日常维护工作包括哪些内容？,日常维护工作包括安装找正夹具、空运行程序、核对坐标值、输入刀具补偿值、装夹工具、对照图样工艺进行首件试切、观察数控系统上的显示、刃磨刀具和更换刀辅具后重新测量刀长并修改刀补值、卸下夹具并记录安装位置和方位、切断电源、清扫机床、填写交接班记录本和做好交班工作等。
数控系统的日常维护保养要求是什么？,具体的日常维护保养要求在数控系统的使用、维护说明书中都有明确的规定，概括起来，要注意以下几个方面。根据各种部件的特点，确定各自保养条例，如明文规定，哪些地方需要天天清理，哪些部件要定时加温或定期更换，数控系统编程、操作和谁护人员必须经过专门技术培训，熟悉所用数控机床的数控系统的使用环境、条件等。
为什么平时应尽量少开电气控制柜门？,因为在机加工车间的空气中飘浮着灰尘、油雾和金属粉末，一旦它们落在数控系统内的电路板或电子器件上，容易引起元器件间绝缘电阻下降，甚至导致元器件及电路板的损坏。因此，除了定期维护和维修外，平时应尽量少开电气控制柜门，更要杜绝加工时敞开柜门。
如何定时清扫数控柜的散热通风系统？,定时清扫数控柜的散热通风系统通常安装于电柜门上的热交换器或轴流风扇，能对电控柜的内外进行空气循环，促使电工作环境的状况，每半年或每季度检查一次风道过滤器是否有堵塞现象，如果过滤网上灰积聚过多，需及时清理，否则将引起数控柜内温度过高而使系统不能可靠运行，甚至引起过热报警。
光电式纸带阅读机的作用是什么？,目前使用的20世纪80年代的产品，绝大部分都带有光电式纸带阅读机，CNC系统参数、零件程序等数据都可通过它输入到CNC系统的寄存器中，如果读带机被污染，将导致读入信息出错，为此，要定期对光电头、纸带压板等部件进行清洁。
纸带阅读机在CNC系统中的作用是什么？需要如何维护？,纸带阅读机是CNC系统内唯一的运动部件，为使其传动机构运行顺利，必须对主动滚轴、导向滚轴和压紧滚轴等定清洁和加注润滑剂。
数控系统允许的电网电压波动范围是多少？超出此范围会带来什么后果？,数控系统允许的电网电压波动范围在额定值的＋10％～—15％。如果超出此范围，则使数控系统不能稳定工作，重则会造成重要电子部件损坏。
如何降低数控系统的故障率？,对于电网质量比较恶劣的地区，应及时配置数控系统用的流稳压装置，这将使故■率有比较明显的降低。此外，要经常监视数控装置用的电网电压。
如何维护直流电动机？,直流电动机电刷的过度磨损将会影响电动机的性能，甚至造成电动机损坏。因此，应对电动机电刷进行定期检查和更换。
数控铣床、加工中心等设备应多久检查一次电刷？,数控铣床、加工中心等设备应每年检查一次电刷。
如何维护采用CMOS RAM器件的存储器？,在正常电源供电时，由＋5V电源经一个二管向CMOS RAM供电，并对可充电电池进行充电。当数控系统切断电源时，则改为由电池供电来维持CMOS RAM内的信息。每年更换一次电池，以确保系统能正常工作。电池的更换应在数控系统供电状态进行，以免造成存储参数丢失。一旦参数丢失，在调换新电池后，可将参数重新输入。
如何提高数控系统的利用率和减少数控系统的故障？,为了提高数控系统的利用率和减少数控系统的故障，数控机床应满负荷使用，不要长期置不用。在长时间闲置不用时，应经常给数控系统通电，特别是在环境湿度较大的梅雨季节更应如此。在机床锁住不动（何服电动机不转）的情况下，让数控系统空运行，利用电器元本身的发热来驱散数控系统内的潮气，保证电子器件性能稳定可靠。
如何在数控机床的进给轴和主轴采用直流电动机驱动时避免电机损坏？,如果数控机床的进给轴和主轴采用直流电动机驱动时，应将电刷从直流电动机取出，以免由于化学腐蚀作用，使换向器腐蚀，造成换向性能变坏，甚至使整台电动机损坏。
如何防止备用印制电路板出现故障？,对所购的备用印制电路板应定期装到数控系统中通电运行一段时间，以防损坏。因为印制电路板长期不用容易出故障。
数控铣床需要什么样的维护人员？,数控铣床具有机、电、液集于一体，技术密集和知识密集的特点。因此，数控铣床的维护人员不仅要有机械加工工艺及液压、气动方面的知识，也要具备电子计算机、自动控制、驱动及测量技术等知识，这样才能全面了解、掌握加工中心以及做好维护保养工作。
对数控铣床进行日常维护、保养的目的是什么？,对数控铣床进行日常维护、保养的目的是延长元器件的使用寿命；延长机械部件的更换周期，防止发生意外的恶性事故；使机床始终保持良好的状态，并保持长时间的稳定工作。
数控铣床的日常保养主要包括哪几个方面？,数控铣床的日常保养主要包括保持良好的润滑状态、进行机械精度的检查调整以及经常清扫卫生等方面。
为何要保持数控铣床的良好润滑状态？,保持良好的润滑状态可以降低机械的磨损速度，使丝杠导轨等各运动部位始终保持良好的润滑状态。
数控铣床的机械精度检查调整包括哪些内容？,机械精度检查调整包括换刀系统、工作台交换系统、丝杠、反向间隙等的检查调整，以减少各运动部件之间的形状和位置偏差。
为何要定期清扫数控铣床的卫生？,如果机床周围环境太脏、粉尘太多，均会影响机床的正常运行；电路板上太脏，可能产生短路现象；油水过滤器、完全过滤网等太脏，会发生压力不够、散热不好，造成故障，所以必须定期进行卫生清扫。
数控铣床的日常保养一览表包括哪些内容？,数控铣床的日常保养一览表包括检查标、油量、润滑聚能否定时自动打及停止、X.Y、Z轴向导轨面除及物、气动控制统压力、工作台交换系统、油箱、液区、平衡压指示、电相冷却风扇、导轨、机床防护罩、清洗丝上滑、过滤器、换向器表面、电刷、润滑液压泵、液面度、冷却太、切屑、滤油池等方面的检查和维护。
什么是开机自诊断程序，它的作用是什么？,开机自诊断程序是在数控系统通电开机后运行的程序，用于对连接的各种控制装置进行检测并发现问题，报警并提示维修人员进行处理。
西门子系统电池报警是什么报警，当电压低于要求时会怎样？,西门子系统电池报警是1号报警，当电池电压低于要求时，系统会立即报警并提示维修人员更换电池。如果没有更换电池，则在更换电池前不能停电。
在机床运行时，数控装置和PLC系统如何进行监控？,在机床运行时，数控装置对伺服系统、PLC系统进行运行监视，发现问题及时报警并在屏幕上显示报警信息。PLC装置通过机床厂家编制的用户程序，实时监视数控机床的运行，发现故障或者发出的指令不执行时，及时将相应的信号传递给数控装置，数控装置在屏幕上显示报警信息。
例1中，卧式加工中心的故障现象是什么，出现的报警号是多少？,例1中，卧式加工中心的故障现象是工作台分度盘不会回落，出现的报警号是7035号。
在例1中，工作台分度盘不回落与哪些传感器有关，如何观察传感器的工作状态？,在例1中，工作台分度盘不回落与工作台下面的SQ25、SQ28传感器有关。可以通过从CRT上调用机床状态信息来观察传感器的工作状态，例如SQ28即E10.6为“1”，表明工作台分度盘旋转到位信号已经发出；SQ25即E10.0为“0”说明工作台分度盘未回落。
为什么工作台分度盘不能回落？,- KM32接触器未吸合，YS06电磁阀也就不能动作。
PLC在数控系统中的作用是什么？,- PLC用于控制接口、内部继电器、定时器等状态信息，并通过梯形图显示出来，为维修提供方便。
什么是在线诊断？,- 在线诊断是指通过数控系统的控制程序，在系统处于正常运行状态下，实时自动地对数控装置、PLC控制器、伺服系统、PLC的输入/输出以及与数控装置相连的其他外部装置进行自动测试、检验，并显示有关状态信息和故障信息。
系统如何为故障诊断提供方便？,系统在屏幕上显示报警号和报警内容，还实时显示NC内部标志寄存器及PLC操作单元的状态。
离线诊断的目的是什么？,离线诊断的目的是修复系统和故障定位，力求把故障定位在尽可能小的范围，如缩小到某一区域或者某一模块等。
早期的数控装置如何进行离线诊断？,早期的数控装置采用诊断纸带对数控系统进行离线诊断，诊断纸带提供诊断所需的数据。
近期的数控系统如何进行测试？,近期的数控系统则采用工程师面板、改装过的数控系统或专用测试装置进行测试。
数控机床的故障率随使用时间的推移如何变化？,数控机床的故障率随使用时间的推移有明显变化，其形状呈浴盆曲线，分为三个阶段。
数控机床的故障率曲线分为哪三个阶段？,数控机床的故障率曲线分为初期运行区、系统有效寿命区和衰老区三个阶段。
为什么一般数控机床的保修期在1年左右？,一般数控机床在运行9～14个月后才能进入有效寿命区，所以一般数控机床的保修期在1年左右。
在数控机床的衰老区，系统的故障率如何变化？,在数控机床的衰老区，系统的故障率随时间的增加急剧上升。
什么是数控机床，它有什么特点？,数控机床是机电一体化的产物，技术先进、结构复杂。它的特点包括技术先进、结构复杂、故障多样、原因复杂等。
根据故障出现的必然性和偶性，可以将故障分为哪两类？,根据故障出现的必然性和偶性，可以将故障分为系统性故障和随机故障两类。
什么是系统性故障，举例说明？,系统性故障是指只要满足一定的条件，机床或者数控系统就必然出现的故障。例如电网过高或者过低，系统就会产生电压过高报警或者过低报警；切削量过大时，就会产生过载报警等。
什么是随机故障，举例说明？,随机故障是指在同样条件下，只偶尔出现一次或者两次的故障，要想人为地再现同样的故障是不容易的，有时很长时间也很难再遇到一次。例如，数控铣床在加工过程中，系统有时自动断电关机，重新启动后，还可以正常工作。
分析和诊断这类故障困难的原因是什么？,这类故障的分析和诊断困难的原因与机械结构的松动、错位，数控系统中部分元件工作特性的漂移，机床电气元件可靠性下降有关。
按照机床故障的类型区分，故障可分为哪两类？,按照机床故障的类型区分，故障可分为机械故障和电气故障。
机械故障主要包括哪些部分的故障？,机械故障主要发生在机床主机部分，还可以分为机械部件故障、液压系统故障、气动系统故障和润滑系统故障等。
电气故障主要包括哪些部分的故障？,电气故障是指电气控制系统出现的故障，主要包括数控装置、PLC控制器、伺服单元、CRT显示器、电源模块、机床控制元件以及检测开关的故障等。
按故障产生后有无报警显示，可分为哪两类故障？,按故障产生后有无报警显示，可分为有报警显示故障和无报警显示故障两类。
有报警显示故障又可以分为哪两种？,有报警显示故障又可以分为硬件报警显示故障和软件报警显示故障两种。
硬件报警显示故障通常是指什么？,硬件报警显示通常是指各单元装置上的指示灯的报警指示。
软件报警显示故障是指什么？,软件报警显示故障通常是指数控系统显示器上显示出的报警号和报警信息。
数控系统的自诊断功能可以实现什么？,数控系统的自诊断功能可以在检查出故障时，按故障的级别进行处理，并在显示器上显示报警号和报警信息。
软件报警可以分为哪两种？,软件报警可以分为NC报警和PLC报警，前者为数控部分的故障报警，后者为PLC部分的故障报警。
如何处理软件故障？,软件故障可以通过检查原因进行排除，比如加工程序编写错误或机床数据设置不当。
如何处理硬件故障？,硬件故障通常需要更换故障器件或进行维修才能排除。
PLC用户程序可能出现哪些故障？,PLC用户程序可能出现由于编程问题导致的故障，例如条件触发错误或输出口故障。
如何处理PLC用户程序故障？,PLC用户程序故障可以通过修改程序或使用备用输入/输出口来排除故障。
伺服系统的故障通常是由哪些部件引起的？,伺服系统的故障一般是由于伺服控制单元、伺服电机、测速器和编码器引起的。
哪些外部原因可能导致伺服系统的故障？,外部原因，如机械安装不到位、被系统出问题、检测设备损坏、驱动装置出现问题、装置机械精度劣化等，可能导致伺服系统的故障。
按故障发生时破坏程度如何分类？,按故障发生时破坏程度分为破坏性故障和非破坏性故障。
破坏性故障对机床和操作人有何影响？,破坏性故障发生时会对机床或者操作人造成伤害，如飞车、超程运行、部件碰撞等。
大多数数控机床的故障属于哪类故障？,数控机床的绝大部分故障属于非破坏性故障，出现故障时对机床和操作人不会造成任何伤害。
数控机床采用什么设计，为维修提供了方便？,数控机床采用模块化设计，硬件可靠，不易损坏，并且具有完备的自诊断功能，为维修提供了很大的方便。
在调试电路中，最重要的启示是什么？,在调试电路中，最重要的启示是在调试中花费精力最大的并不是电路功能的实现，而是排除干扰，抑制噪声。
在提取微弱信号或在强烈干扰的环境中，什么工作变得更加困难？,在工厂环境中，存在哪些干扰源？
什么会在电感器中产生高顺高峰值脉冲？,较大的电感器在电时把存储磁释放来，就在电中成高顺高峰值脉冲。
这种干扰脉冲是由什么产生的？,工厂中变压器、电动机使用很普遍，因此它产生的这种干扰脉冲也是最常见的。
为什么干扰脉冲不会引起电源板监控反应？,由于这种干扰脉冲频率很高（一般可达1000Hz），不会引起电源板监控反应。
干扰脉冲如何导致数字控制器或程序控制器停止运行？,干扰脉冲会通过供电线路串入总线，引起时序错误导致数字控制器或程序控制器停止运行。
什么情况下干扰脉冲可能对数控系统没有影响？,当干扰脉冲幅度不够高时，可能对数控系统没有什么影响。
如果电网中的干扰脉冲幅度足够引起停机故障，但只是偶然发生，会表现出什么特征？,会表现为可恢复停机故障，即断电后重新启动就可恢复工作。
如果电网中的干扰脉冲发生相当频繁，脉冲幅度又足够高时，故障会表现为什么？,故障就表现为难以消除的停机故障，数控机箱上的报警常显示出有硬件故障。
如何克服电网脉冲干扰？,克服电网脉冲干扰可以采用很多方法，最根本的办法是消除干扰源。
如何在直流电路中实现续流？,在直流电路中，可以采用二极管续流。
在交流电路中，如何对一般电感器实现续流？,在交流电路中，可以采用并联电阻续流。
如何在西门子的伺服系统中实现电动机的续流？,在西门子的伺服系统中，将交流电整流成直流电，然后在直流电路中加入续流二极管。
工业驱动控制对电动机有哪些好处？,工业驱动控制可以提高电动机的效率、增强对电动机的保护以及避免它们对电网的干扰。
采用变压器隔离法减弱干扰脉冲对数控系统的影响的原理是什么？,变压器对干扰脉冲的传输功率相对较小，因为其感抗与信号频率有关，干扰脉冲的频率比50Hz交流电高得多。
在直流电路中通常使用哪种类型的滤波电容？,在直流电路中，通常使用大容量的滤波电容，这些电容通常是电解电容。
电解电容存在什么问题，需要如何补偿？,电解电容具有较大的电感，对高频脉冲反应比较迟钝，需要用无感电容进行补偿。
电气三防指的是什么？,电气三防指的是潮湿、盐雾、霉菌的影响。
镇江液压件厂遇到的问题是什么，原因是什么？,镇江液压件厂遇到的问题是电路板发生锈蚀，引起停机故障，原因可能是潮湿的气候。
当电路板03840上无监控灯显示时，应首先检查什么？,电源板03500
当3T/M左面灯熄灭，右面灯常亮，PLC上显示绿灯，而3TT的左、右两面的灯均熄灭，PLC上显示绿灯时，可能是什么故障？,此时可能产生无基本页面显示的故障在于操作者面板的接口03731故障或CRT故障。
如果用户有03731板的备件，可以自己更换吗？,如果用户有03731板的备件，可以自己更换。
对于CRT故障，用户应首先检查什么？,对于CRT故障，用户应首先检查电源的输入是否正常。
进给轴不能动作时，应检查哪些方面？,进给轴不能动作时，应检查操作状态是否正常、由PLC传至NC的输出信号是否正常、数控系统故障、进给驱动故障等方面。
什么是NC告警22号，它表示什么问题？,NC告警22号表示位置控制环路未准备好。
当测量系统故障时，NC可以监控哪些告警号？,当测量系统故障时，NC可以监控告警号104、114、124、134，表示位置环硬件故障。
如果测量系统受灰尘污染，可能会产生哪些告警号？,如果测量系统受灰尘污染，可能会产生告警号108、118、128、138。
在返回基准点之后，软件限位何时生效？,在返回基准点之后，软件限位生效。
急停信号是哪个，它会导致什么结果？,急停信号是Q4.7（急），会导致进给轴被禁止移动。
当产生告警号101、111、121、131号时，应该检查什么？,当产生告警号101、111、121、131号时，应该检查夹紧。
当用户发现信号消失时，如果工件程序正在运行，他们需要在故障排除后做什么？,用户在故障排除后将不得不重新启动工件程序循环。
当出现哪些告警号时，需要检查夹紧情况？,当出现告警101、111、121、131号时，需要检查夹紧情况。
当出现哪些告警号时，表示指令值太高？,当出现告警102、112、122、132号时，表示指令值太高。
进给驱动故障可能造成什么后果？,进给驱动故障可能造成轴缓慢地漂移或轴以极快的速度滑向轴限位开关。
若位2和位3有错误，将对位置控制环路产生什么影响？,若位2和位3有错误，将造成位置控制环路为正反馈。
位2和位1的设定分别对实际值和指令值有什么影响？,位2设定为“0”时，轴的正向移动引起实际值的正向改变；位2设定为“1”时，轴的正向移动引起实际值的负向改变。位1设定为“0”时，轴的正向移动引起负向指令值输出；位1设定为“1”时，轴的正向移动引起正向指令值输出。
当NC输出到驱动的指令线极性错误时，如何排除故障？,可以通过修改机床数据N403～N406的位1来排除故障，也可以直接调换指令线的极性。
进给轴运动颤动可能是什么原因造成的？,进给轴运动颤动可能是数控系统的位控板故障造成的。
①进给驱动故障可能引起轴的颤动，请问应如何处理？,进给驱动故障时，最好请专职维修人员重新检查一下驱动与电动机的工作情况，如有可能应重新对轴进行一次最佳化调整。
②NC机床数据有误可能造成哪些问题？,NC机床数据有误可能导致轴的颤动、轮廓监控告警、漂移太大告警等问题。
③NC机床数据中与位置环路直接有关的数据有哪些？,NC机床数据中与位置环路直接有关的数据包括加速度、最大轴速度、最大指令值、KV系数或位置环路增益、多项增益系数等。
④如果漂移超过500mV，会出现什么告警？,如果漂移超过500mV，会出现告警，需要重新做漂移补偿，并检查机床数据N230——N233一漂移补偿。
什么是光电读入器，如何进行故障处理？,光电读入器是用于读取纸带上的程序的设备。在拆下纸带观察光电读头时，发现读头上有一斑点，原因为工业环境污染，使用光电读头不能正确读程序，从而造成此故障。故障处理方法是用酒精将其清洗干净后，故障排除。
停止位错误可能是由哪些原因造成的？,停止位错误可能是由机床数据错误、阅读机故障及波特率设定错误等原因造成的。需要检查NC机床数据N411和N412是否用于定义外部设备的名称及波特率，以及阅读机是否正常工作。
当CRT上显示的程序字符混乱时，可能的原因有哪些？,当CRT上显示的程序字符混乱时，可能的原因有电源板或存储板故障、后备电池电压低于2.4V、存储器溢出、存储板及电源板硬件故障等。需要根据具体情况采取相应措施，如更换电池、清除部分不再用到的程序、更换备件等。
什么是回基准点的操作，为什么需要进行？,回基准点的操作是在工件程序运行之前，在电气与机械之间建立某种固定关系的操作。如果没有回基准点，在启动工件程序后会出现351号告警。因此，回基准点的操作是必要的。
如何检查Q65.5信号是否正确并排除故障？,根据PLC用户程序清单检查影响Q65.5的其他信号的情况，并判断是否正确，排除故障。
Q65.5信号的作用是什么？,Q65.5信号用于在PLC与NC接口中控制工件程序的启动。如果Q65.5=0，不能启动。
NC、PLC系统的软件包括哪些？,NC、PLC系统的软件包括NC软件和PLC软件。NC软件在MS100模板内，最大可有128KB，同时在位控MS250类型模板内还有32KB的插补软件，在位控MS300类型模板有48KB的插补软件与MS100CPU主板的软件相配合。PLC SS-130WB操作系统软件在CPU927模板内。
NC软件可以监测哪些功能？,NC软件可以监测NC功能的三大部分：位置环参数、工艺程序及存储空间和通信格式及控制、系统数据和备用电池。
如何进行系统软件EPROM的总和检查？,在系统上电后，将MS410面板上的服务开关位置设为“1”，可对系统软件EPROM进行总和检查。
对于MS100模板上的软件EPROM故障可能造成什么后果？,对于MS100模板上的软件EPROM故障可能造成NC无显示，增加对故障的难度。
如何判断MS250或MS300模板的系统软件故障？,对于MS250或MS300模板的系统软件故障，维修人员可以根据需要更换的部件的芯片号做出判断。
[什么是PLC S5-150A/K操作系统软件，它可以在哪个模板上读出EPRM器？,PLC S5-150A/K操作系统软件可以在CPU927模板上EPRM器从系统地址0000～1000读出（系统组织块），在PC SS190上共计16KB。
机床制造者软件放在哪里，它的作用是什么？,机床制造者软件放在PLC的用户存储区中，它基于控制机床的大小和利用这些软件来检查故障，最终排除故障。
西门子S5语言编写了哪些程序，它们的作用是什么？,西门子S5语言编写了通过编程器对西门子S5语言进行诊断、找出断点、加以分析并解决的程序。这些程序管理了仔定义的NC接口信号和系统数据参数。
SINUMERIK 8系统是什么，它有哪些特点？,SINUMERIK 8系统是连续轨迹控制的微处理器控制系统（CNC），带有PC接口。它具有模块化设计结构、高集成度电子元器件和较高的灵活性与通用性。通过改变某些硬件模块或软件即可有不同的变型（T、M、MC、N）以控制不同类型的机床。
维修人员需要具备哪些能力？,维修人员需要具备高度的责任心与良好的职业道德，广泛的知识面，掌握了计算机技术、模拟与数字电路基础、自动控制与电动机拖动、检测技术和机械加工艺方的基础知识，以及一定的外语水平。]
维修人员需要掌握哪些技能和知识才能进行NC维修？,经过良好的技术培训，掌握有关数控PC及椎的工作理，熟炼地进行NC操作，懂NC编程与STEP5语言，具有一定的实验技能与动手能力，能熟练并正确使用维修调试用仪器（如PG675）。
维修工作可以分为哪些阶段？,维修工作可以分为三个阶段：维修前的准备、现场维修、维修后的处理。
维修前的准备需要做哪些工作？,一旦出现故障，首先应尽可能较为详尽地检查现场情况及故障信息，如数控机床的进给与主轴驱动型号、报警指示或故障现象，准备好有关的技术资料与维修服务用工具、仪器及备件等。
现场维修包括哪些步骤？,现场维修是对数控机床所出现的故障（主要是数控部分）进行诊断，找出故障部位，以相应的正常备件更换从而恢复数控系统及数控机床正常运行的工作过程。关键是对系统或外围线路进行检测，确定有无故障，并对故障定位即指出故障的确切位置。从整机定位到插件板，在某些场合下甚至定位到元器件。
目视检查是什么？,目视检查是利用自己的感官——眼、鼻、耳、手来快速地判断明显的故障。
什么是故障现象的初步判别框图，如何使用它？,故障现象的初步判别框图是根据故障现象判别可能发生故障的部位的工具，按照其故障特征与这一部位的具体特点逐个部位地检查。在没有操作与编程错误，且内装的NC诊断没有指示设备的故障范围的情况下，应继续使用该框图进行检查。
如何进行电源检查？,电源检查包括观察电源板上的LED指示状态，检查进线熔断器是否完好，检查输入电压及范围，测量内部5VDC是否正常。由于国内的工业用电网电压质量不高，波动较大，故由此造成的数控系统电源部分的损坏较为普遍。此外，还需检查接地、插头和连接电缆。
如何进行接地检查与插头和连接电缆检查？,检查接到NC上的所有电缆是否屏蔽，并按照说明书规定是否接地，接地导线有无回路（不应存在回路），接地导线是否有足够的截面以保证接地电阻极小。同时，检查线路板连接是否正确，所有的集成电路稳装在其插座位上而无引脚弯曲，是否按接口说明书设计和安装电缆。
什么是机床数据检查，可以采取什么措施？,机床数据检查是检查机床数据与数据位设置是否正确。如果发现问题，可以执行CPU板上机床数据的清除或初始化，然后重新输入机床数据。
什么是修改状态识别法？,修改状态识别法是西门子根据数控系统在实际工作中，由于设计缺陷所造成的偶然出现的故障来修改其软件或硬件。当出现故障时，可以参考西门子提供的有关NC（含PLC）维修方面最新的技术资料，以正确地找到发生故障的部位。
什么是试探或交换法，需要具备什么条件？,试探或交换法是一种有条件采用的方法，需要设备各种电源正常，并且要有两个具有相同功能的插件板或具有正常的备用插件板。通过试换系统内的各种引件板，可以快速分离出故障插件。
接口（状态）检查法可以检查哪些信号？,接口（状态）检查法主要检查数控系统中位控板 MS250或MS301上与机床相连的接口信号。主要有3个信号：急停、伺服未准备好、NC准备好，在机床出现相应的故障报警显示时，可以根据这些信号的状态进行故障查找。
NC与PC之间的信号交换检查可以检查哪些内容？,NC与PC之间的信号交换检查主要检查PC输入输出板及外围连接与用户操作面板MS501的故障。通过检查NC与PC之间的信号关系，可以判断相关部件是否存在故障。
利用仪器检查可以使用哪些设备？,利用仪器检查可以使用PG675、PG685、PG710等编程器对PC处于停止状态时的故障进行检查。此外，还可以利用控制系统板件上显示灯的提示，判断故障的位置。
例4中，系统开机后出现了哪些问题？如何解决的？,系统电源开机后仅显示NC初始画面“系统8”，NC—CPU模板（MSI00）上PC报警灯亮，NC操作面板“FAULT”灯常亮。
例5中，NC工作时出现了什么问题？如何解决的？,NC工作时，进给轴选择开关仅“X”轴可正常工作，其他轴都无效（PLC编码都与“X”轴一样），同时NC服务开关“2”也不能被选择。
例6中，NC电源接通后出现了哪些问题？如何解决的？,NC电源接通后，MS100模板V/C和S灯亮，NC无显示，操作面板“FAULT”灯常亮。
